id,Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation,Class
226,4381,110.4948924,51.78753009,0.8833642552,4477,74.68642745,0.7380390836,267.193,0.7711395272,2.133619661,jasmine
227,4170,107.6272465,50.44282234,0.8833676031,4280,72.86569084,0.6265024038,260.354,0.7730674899,2.133648387,jasmine
228,6082,129.098407,60.41631466,0.8837356019,6204,87.99910744,0.6613745107,308.106,0.8051113855,2.136813669,jasmine
229,5361,122.0585037,56.94218191,0.8845130317,5510,82.61862501,0.6092045455,293.758,0.7806857745,2.143551574,jasmine
230,4506,111.7058775,51.9735486,0.8851680836,4593,75.7444215,0.7726337449,263.959,0.8126959634,2.149283251,jasmine
231,5623,125.2441841,58.1835187,0.8855413085,5786,84.61339114,0.5659219002,303.047,0.769410253,2.1525715,jasmine
232,4390,110.6219338,51.36922513,0.8856426328,4557,74.76310321,0.7395552561,276.911,0.719438986,2.153467052,jasmine
233,4542,113.0268924,52.40467224,0.8860195817,4719,76.04639381,0.6092555332,283.196,0.7116767274,2.156809452,jasmine
234,5642,125.8670623,58.21205006,0.8866253581,5759,84.75622403,0.6399727768,301.902,0.7778770628,2.162216624,jasmine
235,4466,111.7161753,51.64579845,0.886726332,4551,75.40747845,0.5768535262,264.342,0.8031492159,2.163122241,jasmine
236,4707,115.8966117,53.48524695,0.8871448739,4834,77.4153637,0.8330973451,281.35,0.747240192,2.166889345,jasmine
237,4925,118.2847646,54.53488492,0.887375502,5035,79.18778162,0.8778966132,280.448,0.7868852497,2.168974314,jasmine
238,2656,86.56781638,39.90651744,0.8874076118,2721,58.15259436,0.6956521739,207.697,0.7737087129,2.169265121,jasmine
239,3215,96.03513343,44.11935531,0.888225108,3294,63.98019331,0.8431681091,230.728,0.7589099349,2.176712075,jasmine
240,5188,121.0072161,55.57226815,0.8883083265,5350,81.27463785,0.5614718615,295.728,0.7454610198,2.177474846,jasmine
241,5366,123.1519679,56.4790283,0.888636372,5587,82.65714365,0.6282636694,299.083,0.7538363509,2.180490204,jasmine
242,3735,102.3709892,46.94326548,0.888663325,3821,68.96049376,0.6548036466,242.407,0.7987486857,2.18073856,jasmine
243,6063,131.2915779,60.17811905,0.8887693279,6203,87.86154654,0.789453125,313.372,0.7758487299,2.181716211,jasmine
244,5443,123.6655012,56.66273543,0.8888524443,5545,83.24808011,0.6749751984,291.54,0.8047331639,2.182483784,jasmine
245,4118,107.8182786,49.3411712,0.889141328,4217,72.40994714,0.6937331536,255.689,0.7915386339,2.185158479,jasmine
246,4886,117.4406074,53.63079347,0.8896397027,4985,78.87362307,0.5784986976,281.305,0.7759047733,2.189798059,jasmine
247,5083,120.0834497,54.82157996,0.8897085205,5179,80.44797453,0.5348274411,286.377,0.778849783,2.190441243,jasmine
248,4432,112.3670498,51.29491408,0.8897263533,4550,75.11988859,0.6011937059,270.823,0.7593439315,2.190608013,jasmine
249,5020,119.8737416,54.71854525,0.8897397523,5104,79.94787373,0.5284210526,285.799,0.7723109127,2.190733345,jasmine
250,4035,107.3117282,48.93080224,0.8899957493,4150,71.67650635,0.5846978699,258.503,0.7587910993,2.193132409,jasmine
251,5781,128.2888753,58.47084588,0.8900950875,5954,85.79392641,0.6740904851,316.756,0.7240409563,2.194065664,jasmine
252,4176,109.3482943,49.8376875,0.8900975107,4277,72.91809336,0.5962307253,260.346,0.7742273965,2.194088445,jasmine
253,4555,114.4279914,52.15120679,0.8901049163,4706,76.15514511,0.7766410912,279.606,0.7321587756,2.194158073,jasmine
254,4141,108.7011905,49.45734894,0.8904993939,4236,72.61187888,0.6331804281,260.478,0.7669604996,2.19787742,jasmine
255,5273,122.7478685,55.75784788,0.8908757973,5431,81.93773318,0.6698424797,302.73,0.7230306595,2.201445593,jasmine
256,5371,123.9435304,56.23539815,0.8911453689,5531,82.69564435,0.7341443412,297.114,0.7645726947,2.204012677,jasmine
257,6332,135.2490597,61.31214783,0.8913439171,6528,89.78949157,0.579747299,328.799,0.7360203025,2.205909669,jasmine
258,5595,126.2920083,57.23821435,0.8913980887,5745,84.40245999,0.621045621,303.285,0.7643778475,2.206428166,jasmine
259,4664,115.8597799,52.49343954,0.8914712191,4826,77.06094495,0.7121697969,282.98,0.7319087198,2.207128755,jasmine
260,5762,128.4823393,58.16517707,0.8916580612,5932,85.65282399,0.6598717361,312.678,0.7406081163,2.208922,jasmine
261,4249,110.4531344,49.99383017,0.8917010551,4325,73.55266702,0.8337912088,261.568,0.780418169,2.209335313,jasmine
262,4544,115.4135356,52.22960782,0.8917424935,4763,76.0631349,0.7381416504,282.086,0.7176044474,2.209733911,jasmine
263,4204,111.3236714,50.30696932,0.8920695016,4355,73.16214216,0.5026303204,273.607,0.705696824,2.212887655,jasmine
264,5258,123.1084563,55.62897901,0.8920839593,5429,81.82110685,0.6523573201,297.503,0.7465308283,2.213027428,jasmine
265,3379,99.01478925,44.63155114,0.8926469946,3491,65.5917405,0.6535783366,237.593,0.7521955734,2.218493122,jasmine
266,5580,127.1054624,57.26437529,0.8927630704,5773,84.28924403,0.6698679472,311.868,0.7209454954,2.219625409,jasmine
267,5753,127.9285827,57.61755431,0.8928327147,5889,85.5859048,0.6392222222,310.522,0.7497552037,2.220305672,jasmine
268,5471,125.8384269,56.6555965,0.8929151783,5769,83.46192874,0.5663561077,322.299,0.6618486125,2.221112029,jasmine
269,4881,119.9345923,53.99067461,0.8929440515,5112,78.83325579,0.5082257393,299.044,0.6858805467,2.221394586,jasmine
270,5576,126.6443526,56.98484397,0.8930489047,5689,84.25902742,0.569851814,302.164,0.7674448696,2.222421679,jasmine
271,5349,124.4496928,55.95378028,0.893225157,5464,82.52610693,0.6703007519,298.048,0.7566761371,2.224151651,jasmine
272,4417,113.719943,51.08260448,0.89343297,4601,74.9926601,0.528855364,281.478,0.7005648611,2.226197042,jasmine
273,4802,118.0428891,53.01542506,0.8934714349,4923,78.19268696,0.823670669,279.034,0.7750286732,2.226576302,jasmine
274,5008,120.1405384,53.7163328,0.8944777469,5109,79.85226133,0.8251771297,285.494,0.7721118419,2.236573722,jasmine
275,5350,124.8235842,55.73978445,0.8947594291,5474,82.53382073,0.604519774,294.808,0.7735441695,2.239398401,jasmine
276,5254,123.6906866,55.22951728,0.8947770743,5425,81.78997841,0.6898634454,302.928,0.7194839286,2.239575732,jasmine
277,4460,113.3293145,50.34002156,0.8959314155,4552,75.35680705,0.5641998735,267.759,0.7817296202,2.251276639,jasmine
278,5526,127.5101183,56.60794623,0.8960522233,5626,83.88040131,0.5269883654,302.131,0.7607293431,2.252512709,jasmine
279,3882,106.1158346,47.02590414,0.8964443453,3973,70.30445158,0.8037267081,249.213,0.7854598832,2.256540017,jasmine
280,4954,120.6979911,53.45390584,0.8965842552,5084,79.42058111,0.8271831691,284.145,0.7710558378,2.257982635,jasmine
281,6083,133.6271788,59.12347743,0.8967926863,6219,88.00634154,0.6737926451,317.226,0.75960905,2.260137337,jasmine
282,4999,121.5526062,53.70860038,0.8970865907,5293,79.78047684,0.5951190476,318.791,0.6181315297,2.263187001,jasmine
283,3662,103.894842,45.88286667,0.8971982773,3773,68.28325719,0.7960869565,251.355,0.7283718394,2.264349408,jasmine
284,4812,118.8853189,52.45069063,0.897415056,4957,78.27406141,0.5808788025,283.809,0.7507289363,2.266611124,jasmine
285,4657,117.7277342,51.92222212,0.8974891913,4788,77.00309448,0.5645532792,284.222,0.7244371605,2.267386283,jasmine
286,5250,124.2806183,54.81120375,0.8974934582,5332,81.75883811,0.5423553719,291.454,0.776656761,2.267430923,jasmine
287,5347,125.3970223,55.30187602,0.897500092,5497,82.51067716,0.5652219873,299.788,0.7476383297,2.267500333,jasmine
288,5985,132.7895598,58.55567096,0.8975238458,6140,87.29455123,0.6767299864,316.69,0.7499033931,2.267748924,jasmine
289,4881,119.4916115,52.69032762,0.8975296074,4995,78.83325579,0.6277006173,280.5,0.7795660915,2.267809234,jasmine
290,5667,129.0742991,56.91197897,0.8975443561,5791,84.94379612,0.6429543907,305.872,0.7611734491,2.267963643,jasmine
291,5555,129.0807906,56.88186745,0.8976698026,5787,84.10021207,0.5260416667,321.58,0.6750187953,2.269278355,jasmine
292,6776,141.1236288,62.17534592,0.8977164911,6943,92.8841814,0.5793433653,337.028,0.749637485,2.269768294,jasmine
293,5110,122.2136145,53.73494502,0.898154243,5245,80.66135428,0.7530209254,287.462,0.7770874202,2.274378701,jasmine
294,5117,123.8644522,54.4293035,0.8982786246,5225,80.71658287,0.7806254767,293.548,0.7462202486,2.275694235,jasmine
295,5138,123.991228,54.48500011,0.8982786719,5304,80.88204239,0.5448568399,297.24,0.730784721,2.275694736,jasmine
296,4179,118.5822997,52.06616637,0.8984518837,5019,72.9442805,0.4189473684,448.305,0.2612973889,2.277530842,jasmine
297,4023,109.419762,48.03406538,0.8984924652,4120,71.56984483,0.8409280936,262.097,0.7359287959,2.277961715,jasmine
298,6213,135.1197917,59.31434447,0.898498792,6370,88.94176348,0.5991321119,319.883,0.7630076582,2.278028913,jasmine
299,5680,128.6306201,56.4069029,0.8987221764,5859,85.04117011,0.6413730804,319.702,0.6983409244,2.280405651,jasmine
300,5259,125.1644596,54.67086487,0.8995624146,5435,81.82888711,0.6421245421,298.057,0.7438996992,2.289417954,jasmine
301,5442,126.8097594,55.35515604,0.8996939419,5528,83.2404325,0.7915636364,297.395,0.7732164345,2.290839165,jasmine
302,4196,111.7977586,48.8009917,0.8996987454,4290,73.09249708,0.5379487179,264.64,0.7528949217,2.290891123,jasmine
303,3638,103.7527928,45.26165673,0.8998278363,3723,68.05913211,0.5599507465,242.294,0.7787305979,2.292288889,jasmine
304,5256,124.904374,54.45602198,0.8999555281,5353,81.80554411,0.5918918919,292.906,0.7698545564,2.293674225,jasmine
305,5374,126.4776571,55.08589466,0.9001700819,5526,82.71873617,0.5379379379,300.022,0.7502419125,2.29600804,jasmine
306,6136,134.4606566,58.54608192,0.9002302244,6341,88.38890115,0.5629357798,346.308,0.6429395864,2.296663622,jasmine
307,5228,124.5148772,54.21520552,0.9002315553,5366,81.58735404,0.7142076503,295.253,0.7536276166,2.296678136,jasmine
308,6083,134.8275164,58.57195048,0.9007097747,6201,88.00634154,0.5361360832,317.671,0.757482389,2.301912694,jasmine
309,5124,124.9396755,54.2487085,0.9008168767,5391,80.7717737,0.5382352941,308.355,0.6772000714,2.303090322,jasmine
310,4337,113.7689435,49.39653936,0.900824698,4453,74.31042932,0.5452602464,269.387,0.7510105164,2.303176396,jasmine
311,6171,135.8597438,58.81014204,0.9014544666,6380,88.64062968,0.7372759857,321.246,0.7514324624,2.310141398,jasmine
312,6623,140.4063965,60.77690138,0.9014591455,6811,91.82954592,0.5591388772,341.702,0.7128030963,2.3101934,jasmine
313,5862,133.2444458,57.58988352,0.9017718997,6053,86.39288287,0.5460642757,322.15,0.7098055761,2.313677987,jasmine
314,5089,123.5226615,53.34879907,0.9019239739,5244,80.49544113,0.6470438652,293.36,0.7430884671,2.315378484,jasmine
315,5791,131.629047,56.84208808,0.9019524093,5938,85.86809771,0.8037473976,316.987,0.7242366952,2.315696898,jasmine
316,4722,119.0063356,51.3813348,0.9019919081,4820,77.53861703,0.5648325359,278.741,0.7637199566,2.316139432,jasmine
317,4019,110.1418199,47.54017615,0.9020522097,4122,71.53425564,0.5529719318,257.486,0.7617643234,2.316815562,jasmine
318,5455,128.2147081,55.33510202,0.9020739264,5627,83.33979672,0.7347790948,306.914,0.7277315776,2.317059217,jasmine
319,4873,120.8171894,52.10565058,0.9022196648,4974,78.76862511,0.5871084337,283.668,0.7610016213,2.318696496,jasmine
320,5555,129.0205405,55.63227728,0.9022614824,5733,84.10021207,0.7496626181,305.326,0.7488008883,2.31916698,jasmine
321,4555,118.0977083,50.90915187,0.9023153627,4731,76.15514511,0.7072981366,283.186,0.7137640778,2.319773635,jasmine
322,6375,138.0376883,59.49805441,0.9023387403,6542,90.09385161,0.6996268657,331.535,0.7288384675,2.32003701,jasmine
323,3991,109.8486599,47.31982512,0.9024603669,4119,71.28463385,0.7272230321,261.089,0.7357231847,2.321408831,jasmine
324,5267,126.3149145,54.41165575,0.9024656026,5382,81.89110258,0.8511635423,296.211,0.7543463925,2.321467942,jasmine
325,6381,139.0922395,59.90157146,0.9025138769,6651,90.13623874,0.538208502,339.413,0.696051965,2.322013197,jasmine
326,3799,107.4901282,46.23892946,0.9027483389,3923,69.54881042,0.5261044177,256.222,0.7271873642,2.324667319,jasmine
327,4491,123.0370935,52.89732251,0.9028622823,5426,75.6182438,0.5359828142,434.235,0.2992976235,2.325960705,jasmine
328,5633,130.2621314,55.96028775,0.9030204739,5756,84.68859637,0.6827878788,305.169,0.7600965934,2.327760214,jasmine
329,4335,114.9435821,49.37002437,0.9030595927,4479,74.29329328,0.7474137931,280.136,0.6941624536,2.328205903,jasmine
330,5263,125.9803048,54.10522429,0.9030793785,5381,81.86000076,0.5793065493,292.518,0.7729262255,2.328431431,jasmine
331,3571,104.3276353,44.80273426,0.9030941401,3688,67.429507,0.5466932027,249.248,0.72233116,2.328599738,jasmine
332,5447,129.0803,55.39471737,0.903233579,5651,83.27866353,0.6650793651,310.785,0.7086750457,2.330191507,jasmine
333,5559,130.0598902,55.81294139,0.9032414931,5696,84.13048573,0.8105861767,307.947,0.7366387877,2.330281955,jasmine
334,6717,143.9124976,61.6740398,0.90351695,6988,92.47891664,0.7067550505,353.285,0.6762928809,2.333437182,jasmine
335,4745,119.8611577,51.35134765,0.9035780135,4840,77.72722586,0.7922858574,278.571,0.7683768546,2.334138503,jasmine
336,5086,124.6260959,53.36725831,0.9036750048,5205,80.47171133,0.6354322839,293.409,0.7424023833,2.335253858,jasmine
337,5427,128.0663147,54.83162027,0.9037075814,5557,83.12563389,0.5848060345,300.597,0.754745273,2.335628859,jasmine
338,5601,130.4379451,55.81780631,0.9038137081,5752,84.44770388,0.6764492754,308.667,0.738745817,2.33685187,jasmine
339,5230,125.6229894,53.74148331,0.9038735393,5349,81.6029584,0.8451842275,294.789,0.756291127,2.33754228,jasmine
340,6601,141.7730175,60.63224136,0.9039343535,6832,91.67690132,0.7378716745,347.364,0.6874640345,2.338244708,jasmine
341,5369,127.2987968,54.43345386,0.9039662379,5576,82.68024622,0.6162764004,310.778,0.6985584221,2.338613257,jasmine
342,6659,142.34725,60.86592873,0.9039738856,6882,92.07878218,0.5581258905,353.032,0.6714145257,2.338701684,jasmine
343,4761,120.7373788,51.59419579,0.90409771,4881,77.85816253,0.531124498,283.33,0.7452859297,2.340134912,jasmine
344,4808,121.0657867,51.71361378,0.9041793606,4928,78.24152178,0.5068522032,287.874,0.7290703529,2.341081542,jasmine
345,3992,109.7155482,46.81157756,0.9044106294,4120,71.29356396,0.6116132986,260.462,0.7394548377,2.343769511,jasmine
346,5068,124.2348815,52.99859978,0.9044404041,5159,80.32918531,0.5332491582,288.12,0.7671842141,2.344116298,jasmine
347,4393,115.2274784,49.14862456,0.9044707626,4493,74.78864433,0.6948750395,268.805,0.7640053185,2.344470053,jasmine
348,4737,120.1209915,51.18395809,0.9046744866,4855,77.66167474,0.5927177177,280.459,0.7567884344,2.346848427,jasmine
349,5229,125.5654589,53.47694772,0.9047754194,5350,81.59515659,0.5784292035,292.22,0.7695000157,2.348029651,jasmine
350,5047,124.084748,52.77875015,0.9050315789,5174,80.16258468,0.5704113924,291.699,0.7453723669,2.35103612,jasmine
799,5818,139.5892481,54.26927321,0.9213313295,5985,86.06804094,0.7396389525,321.469,0.7074656895,2.572159895,jasmine
800,4617,124.35713,48.34498604,0.921339371,4767,76.67168303,0.4949614065,284.872,0.7149410097,2.572285984,jasmine
801,5628,137.0817829,53.28697764,0.9213542529,5762,84.65100211,0.5550295858,315.467,0.710650525,2.572519384,jasmine
802,5221,133.1163692,51.74520573,0.9213552687,5427,81.53271529,0.6992098567,308.708,0.6884426838,2.572535316,jasmine
803,5813,138.9378269,54.0008356,0.9213774233,5919,86.03104947,0.8124388539,317.582,0.7242665505,2.572882908,jasmine
804,5499,136.2555042,52.95518317,0.9213870715,5716,83.67523084,0.6177957533,311.347,0.7128599452,2.573034329,jasmine
805,7064,153.3912515,59.60704461,0.9214087431,7291,94.83756716,0.7981920904,361.323,0.6799380411,2.573374549,jasmine
806,6017,142.0131574,55.18207953,0.9214191271,6178,87.52760902,0.7674744898,328.276,0.701635589,2.573537617,jasmine
807,6729,149.6949593,58.16501777,0.9214247076,6870,92.56148711,0.5621553885,343.619,0.7161533917,2.573625267,jasmine
808,7416,157.490883,61.18256592,0.9214557965,7646,97.17172667,0.520056101,379.837,0.6459293978,2.57411373,jasmine
809,6995,152.7497374,59.33606385,0.9214686207,7181,94.37325159,0.7594180871,354.757,0.6984505048,2.574315307,jasmine
810,5247,133.0192815,51.66930288,0.9214762582,5399,81.73547511,0.7890225564,308.254,0.6939105438,2.574435381,jasmine
811,6080,142.7256657,55.43825528,0.9214802273,6333,87.98463748,0.5245901639,340.577,0.6586926418,2.57449779,jasmine
812,5650,138.1059556,53.64319242,0.9214822134,5800,84.81629223,0.5631416326,316.608,0.7082955987,2.57452902,jasmine
813,5493,136.1751504,52.88269586,0.9215148108,5648,83.62956905,0.6083056478,315.888,0.6917564332,2.575041763,jasmine
814,6146,143.3209376,55.65365747,0.9215267376,6313,88.46089668,0.73879072,328.871,0.7140872226,2.575229448,jasmine
815,5414,136.0301335,52.8222122,0.9215277205,5611,83.02601336,0.5482531646,314.565,0.6875547976,2.575244918,jasmine
816,6249,145.1751867,56.36986932,0.9215378271,6465,89.19906903,0.5873120301,335.314,0.6984205604,2.575403997,jasmine
817,5370,133.6724106,51.89599465,0.9215613961,5469,82.68794565,0.5541795666,305.254,0.7242048393,2.575775096,jasmine
818,3749,112.2648727,43.58327316,0.921567461,3840,69.0896161,0.5349600457,256.411,0.7165590734,2.575870616,jasmine
819,5102,130.6581338,50.7198348,0.9215804799,5214,80.59818954,0.7462337282,299.231,0.7160397799,2.576075698,jasmine
820,5916,140.5111229,54.5393173,0.9215964367,6077,86.78989081,0.7372881356,324.562,0.7057366759,2.576327131,jasmine
821,4409,120.9858536,46.9580739,0.9216052109,4526,74.92471657,0.5472939424,278.673,0.7134444715,2.576465421,jasmine
822,5471,135.9671754,52.76559617,0.9216273793,5640,83.46192874,0.5141917293,314.297,0.6959789548,2.576814919,jasmine
823,6085,142.7832709,55.40421582,0.9216466747,6311,88.02080794,0.6391806723,331.94,0.6939868915,2.577119247,jasmine
824,4769,126.152962,48.94258878,0.9216752582,4879,77.92354836,0.7818032787,288.198,0.7215314424,2.577570275,jasmine
825,6057,143.4559635,55.65412599,0.921679291,6255,87.81806148,0.545970795,330.792,0.6955965862,2.577633931,jasmine
826,4073,117.7010491,45.66004078,0.921687863,4224,72.01322563,0.6512631916,273.42,0.6846422812,2.57776925,jasmine
827,7121,154.7080899,60.01546662,0.9216900429,7387,95.21942448,0.5471379178,388.369,0.5932827705,2.577803667,jasmine
828,6111,143.114146,55.51339905,0.9217031649,6309,88.20865523,0.7824583867,332.759,0.6935256479,2.578010866,jasmine
829,5710,138.052519,53.54778274,0.9217099678,5873,85.26545491,0.539799584,317.833,0.7103101129,2.578118307,jasmine
830,5948,141.7095603,54.95866255,0.9217325727,6171,87.02430012,0.6480008716,329.418,0.6887889506,2.578475416,jasmine
831,6247,144.6254898,56.08777699,0.9217376902,6431,89.18479375,0.6284708249,334.694,0.7007861598,2.578556283,jasmine
832,5350,133.8460068,51.90122303,0.9217569285,5525,82.53382073,0.5352140856,309.745,0.7007369796,2.578860362,jasmine
833,6493,146.8954621,56.95675735,0.9217701853,6709,90.92383826,0.742736216,355.535,0.645491527,2.579069963,jasmine
834,6866,151.5451469,58.74136041,0.9218208333,7016,93.49899847,0.6425229272,348.306,0.7112000059,2.579871251,jasmine
835,6775,150.5848255,58.36821072,0.9218233841,6970,92.87732724,0.6190606725,350.375,0.6935103422,2.579911627,jasmine
836,5695,137.9076321,53.45043261,0.9218354849,5811,85.15338635,0.5182455182,316.826,0.7129547451,2.580103197,jasmine
837,6568,148.583394,57.58053961,0.9218570447,6715,91.44745666,0.634589372,340.573,0.7115781079,2.580444627,jasmine
838,6005,141.7075761,54.9147739,0.9218605428,6164,87.44028514,0.6789914066,328.557,0.6990390336,2.580500038,jasmine
839,7184,155.2201987,60.14222172,0.9218848818,7383,95.63970352,0.5162402989,365.446,0.6759736426,2.580885678,jasmine
840,5419,135.2993747,52.42262542,0.9218879769,5645,83.06434309,0.6035193229,320.065,0.6647412726,2.580934732,jasmine
841,6165,143.7976172,55.69964936,0.9219337853,6290,88.59752702,0.5769230769,330.37,0.7098093867,2.581661085,jasmine
842,6709,150.2048895,58.17973561,0.9219386935,6933,92.42382867,0.5210873786,348.162,0.6955124668,2.58173895,jasmine
843,6731,149.7710561,58.00955454,0.9219447016,6874,92.5752417,0.5688810007,344.619,0.7122148404,2.581834274,jasmine
844,6098,143.4248442,55.54108265,0.9219753002,6349,88.11478164,0.6757535461,332.998,0.6910572599,2.582319921,jasmine
845,5295,133.5407968,51.71297923,0.9219769326,5397,82.10848549,0.7773047563,306.822,0.7068102443,2.582345839,jasmine
846,6098,142.7980966,55.29679252,0.9219799562,6272,88.11478164,0.5464157706,335.514,0.6807317244,2.582393845,jasmine
847,5870,140.2024654,54.29013238,0.9219845519,6028,86.45181391,0.5312697982,327.386,0.6882207424,2.582466818,jasmine
848,5404,134.0592409,51.90626998,0.9220003472,5499,82.94930078,0.5153538051,305.431,0.7279456853,2.582717674,jasmine
849,5283,132.4801829,51.29220976,0.9220087987,5349,82.01539194,0.8092830882,299.396,0.7406252038,2.582851929,jasmine
850,6635,148.8320389,57.60581807,0.9220576633,6798,91.91269977,0.5229350567,342.944,0.7089316622,2.583628597,jasmine
851,6758,150.1013796,58.08418215,0.9220938392,6919,92.76072899,0.7485600354,345.908,0.7097523495,2.584204064,jasmine
852,6170,143.7916018,55.63072416,0.9221282337,6283,88.63344736,0.6924026484,328.076,0.7203542214,2.584751573,jasmine
853,4888,128.0819141,49.55108538,0.9221341497,5031,78.88976419,0.5091666667,296.514,0.698635507,2.584845784,jasmine
854,6099,143.2594975,55.41522743,0.922156445,6271,88.12200624,0.780921895,337.531,0.6727305731,2.585200929,jasmine
855,5548,136.2384902,52.69408825,0.9221727419,5691,84.04720694,0.5223121823,314.311,0.7057114368,2.585460623,jasmine
856,5614,137.2503699,53.08385097,0.9221776629,5725,84.54564923,0.5272351615,316.188,0.7056535087,2.585539056,jasmine
857,6221,143.976565,55.67772196,0.922199789,6337,88.99900678,0.8112936881,329.566,0.7197559496,2.585891805,jasmine
858,5133,131.624633,50.9010122,0.9221999401,5363,80.84267798,0.7718796992,308.915,0.675932198,2.585894215,jasmine
859,6175,143.9765138,55.67342359,0.9222122501,6331,88.66935315,0.7932939363,329.573,0.7144035031,2.586090536,jasmine
860,6742,150.3545963,58.12930105,0.9222413207,6943,92.65085542,0.608044733,349.556,0.6933700687,2.586554346,jasmine
861,6484,147.3373436,56.96054678,0.9222476938,6634,90.86080127,0.5218091099,337.627,0.7147901029,2.586656062,jasmine
862,6096,142.2178543,54.97822139,0.9222569289,6202,88.10033067,0.6739635158,325.497,0.7230375327,2.586803477,jasmine
863,5004,129.0342114,49.87804586,0.9222688695,5169,79.82036508,0.6669332267,299.578,0.7006600099,2.58699412,jasmine
864,5819,139.7391114,54.01480412,0.9222724992,5954,86.07543733,0.5306885545,320.365,0.7124724816,2.587052081,jasmine
865,4964,129.2483853,49.95709237,0.9222810043,5118,79.50069874,0.5116470831,291.488,0.7341761566,2.587187909,jasmine
866,6548,148.851395,57.53373787,0.9222818793,6728,91.30811869,0.7070510744,344.643,0.692754907,2.587201883,jasmine
867,5472,135.2830401,52.28889889,0.9222831993,5595,83.46955606,0.5189189189,312.749,0.7030141935,2.587222966,jasmine
868,6511,148.3694121,57.3462709,0.9222851896,6777,91.04978131,0.5407807309,370.398,0.5963761862,2.587254756,jasmine
869,6685,149.8811177,57.92899611,0.9222895631,6836,92.25836741,0.6728059581,345.188,0.7050174986,2.587324617,jasmine
870,5093,130.2972514,50.35968411,0.9222900615,5252,80.52706999,0.6845430108,301.944,0.7019896873,2.587332579,jasmine
871,5418,135.5814827,52.39904246,0.9222992992,5545,83.05667856,0.584402977,309.636,0.7101432573,2.587480159,jasmine
872,6700,149.7021917,57.85317036,0.9223082359,6832,92.36181543,0.5180946489,343.589,0.7131915088,2.587622955,jasmine
873,6179,145.0802239,56.06135882,0.9223244912,6421,88.69806732,0.5691259096,336.911,0.6840654841,2.587882758,jasmine
874,5618,137.7322185,53.21999455,0.9223305,5841,84.57576345,0.5956318914,326.259,0.6632337185,2.587978816,jasmine
875,5742,138.8555726,53.64744164,0.9223504691,5903,85.50404356,0.5844274809,320.139,0.7040376492,2.588298125,jasmine
876,5373,133.6498597,51.63424578,0.9223565696,5479,82.71103961,0.5342016305,306.315,0.7195983781,2.588395699,jasmine
877,5556,136.9561865,52.91131854,0.9223574642,5654,84.10778151,0.8094405594,311.644,0.7188769542,2.588410009,jasmine
878,5363,134.5664853,51.98547321,0.9223656005,5466,82.63403463,0.5080522925,308.913,0.7062285831,2.588540162,jasmine
879,5300,133.9950406,51.76320599,0.9223703133,5491,82.14724333,0.5251684503,319.33,0.6531400146,2.588615563,jasmine
880,4963,128.3598062,49.58436303,0.9223765555,5090,79.49269061,0.5732270732,295.603,0.7137341298,2.588715441,jasmine
881,5480,135.6859912,52.40213384,0.9224144396,5618,83.53054953,0.5545436147,313.061,0.7026393794,2.58932187,jasmine
882,4622,124.991889,48.26876382,0.9224254653,4772,76.71318776,0.5407745408,287.117,0.7045665002,2.589498448,jasmine
883,6546,147.9094032,57.1163607,0.9224327622,6685,91.2941732,0.6241418764,341.666,0.7046644117,2.589615329,jasmine
884,6226,144.6160122,55.83931502,0.9224480377,6368,89.03476515,0.7213532615,329.822,0.7192166596,2.589860068,jasmine
885,5586,137.2523185,52.99544487,0.9224498418,5724,84.33454866,0.8235294118,313.074,0.7161710992,2.589888977,jasmine
886,5008,129.9753723,50.18399447,0.9224553107,5172,79.85226133,0.5081168831,299.186,0.7030588012,2.589976619,jasmine
887,6674,149.118234,57.57018727,0.9224691767,6817,92.18243174,0.5276723593,341.008,0.721218621,2.590198869,jasmine
888,6911,153.0364245,59.06841323,0.9225087507,7168,93.80489589,0.7381969665,359.338,0.6725807984,2.590833513,jasmine
889,5534,136.3191519,52.61122387,0.9225232382,5672,83.94109626,0.6176339286,313.06,0.7095677312,2.591065971,jasmine
890,6495,148.2736079,57.21117112,0.922562096,6684,90.93784055,0.5872513562,343.668,0.6910521594,2.591689787,jasmine
891,5222,132.1066576,50.95365909,0.9226238681,5394,81.54052307,0.6738934056,300.157,0.7283661922,2.592682448,jasmine
892,4755,126.520333,48.7939065,0.9226407253,4895,77.8090871,0.5399727459,293.643,0.6929806061,2.592953548,jasmine
893,5713,138.4124116,53.37853785,0.9226457828,5849,85.28785095,0.516219391,319.324,0.7040620997,2.593034902,jasmine
894,6428,146.7386584,56.58797747,0.9226502403,6575,90.46758421,0.5555267479,335.787,0.7164039559,2.59310661,jasmine
895,6725,150.3744182,57.98270437,0.9226706949,6913,92.53397181,0.5578135368,361.351,0.6472076334,2.593435747,jasmine
896,5984,141.9769315,54.74362267,0.9226739448,6149,87.28725815,0.7369458128,327.837,0.6996575341,2.593488055,jasmine
897,5340,134.6233027,51.90141823,0.9226950023,5517,82.45665024,0.7169709989,310.735,0.6949775481,2.593827053,jasmine
898,4833,126.7700172,48.87110716,0.9227036648,4918,78.44467298,0.6657024793,286.404,0.7404035644,2.593966549,jasmine
899,3472,107.948884,41.61128918,0.9227194677,3602,66.48825234,0.547979798,247.106,0.7145341651,2.594221091,jasmine
